Editorial,Genero,Plataforma,Nombre,Plataforma,Región,Venta Millones
505 Games,Misc,DS,Discovery Kids: Spider Quest,DS,Japón,$0
505 Games,Misc,DS,Discovery Kids: Spider Quest,DS,Norte América,"$0,07"
505 Games,Misc,DS,Discovery Kids: Spider Quest,DS,Otros,"$0,01"
505 Games,Misc,DS,Grease,DS,Europa,$0
505 Games,Misc,DS,Grease,DS,Japón,$0
505 Games,Misc,DS,Grease,DS,Norte América,"$0,1"
505 Games,Misc,DS,Grease,DS,Otros,"$0,01"
505 Games,Misc,Wii,Grease,Wii,Europa,"$0,25"
505 Games,Misc,Wii,Grease,Wii,Japón,$0
505 Games,Misc,Wii,Grease,Wii,Norte América,"$0,27"
505 Games,Misc,Wii,Grease,Wii,Otros,"$0,05"
505 Games,Misc,PS3,Grease Dance,PS3,Europa,"$0,02"
505 Games,Misc,PS3,Grease Dance,PS3,Japón,$0
505 Games,Misc,PS3,Grease Dance,PS3,Norte América,"$0,05"
505 Games,Misc,PS3,Grease Dance,PS3,Otros,"$0,01"
505 Games,Misc,X360,Grease Dance,X360,Europa,"$0,03"
505 Games,Misc,X360,Grease Dance,X360,Japón,$0
505 Games,Misc,X360,Grease Dance,X360,Norte América,"$0,11"
505 Games,Misc,X360,Grease Dance,X360,Otros,"$0,01"
505 Games,Misc,DS,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,Europa,$0
505 Games,Misc,DS,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,Japón,$0
505 Games,Misc,DS,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,Norte América,"$0,07"
505 Games,Misc,DS,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,Otros,$0
505 Games,Misc,X360,Jillian Michaels' Fitness Adventure,X360,Europa,"$0,02"
505 Games,Misc,X360,Jillian Michaels' Fitness Adventure,X360,Japón,$0
505 Games,Misc,X360,Jillian Michaels' Fitness Adventure,X360,Norte América,"$0,17"
505 Games,Misc,X360,Jillian Michaels' Fitness Adventure,X360,Otros,"$0,01"
505 Games,Misc,DS,Learning to Spell,DS,Europa,$0
505 Games,Misc,DS,Learning to Spell,DS,Japón,$0
505 Games,Misc,DS,Learning to Spell,DS,Norte América,"$0,16"
505 Games,Misc,DS,Learning to Spell,DS,Otros,"$0,01"
505 Games,Misc,DS,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,Europa,$0
505 Games,Misc,DS,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,Japón,$0
505 Games,Misc,DS,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,Norte América,"$0,15"
505 Games,Misc,DS,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,Otros,"$0,01"
505 Games,Misc,DS,Master Jin Jin's IQ Challenge,DS,Europa,$0
505 Games,Misc,DS,Master Jin Jin's IQ Challenge,DS,Japón,$0
505 Games,Misc,DS,Master Jin Jin's IQ Challenge,DS,Norte América,"$0,13"
505 Games,Misc,DS,Master Jin Jin's IQ Challenge,DS,Otros,"$0,01"
505 Games,Misc,X360,Motion Explosion!,X360,Europa,"$0,01"
505 Games,Misc,X360,Motion Explosion!,X360,Japón,$0
505 Games,Misc,X360,Motion Explosion!,X360,Norte América,"$0,05"
505 Games,Misc,X360,Motion Explosion!,X360,Otros,$0
505 Games,Misc,DS,My First Dollhouse,DS,Europa,$0
505 Games,Misc,DS,My First Dollhouse,DS,Japón,$0
505 Games,Misc,DS,My First Dollhouse,DS,Norte América,"$0,1"
505 Games,Misc,DS,My First Dollhouse,DS,Otros,"$0,01"
505 Games,Misc,Wii,Rolling Stone: Drum King,Wii,Europa,$0
505 Games,Misc,Wii,Rolling Stone: Drum King,Wii,Japón,$0
505 Games,Misc,Wii,Rolling Stone: Drum King,Wii,Norte América,"$0,09"
505 Games,Misc,Wii,Rolling Stone: Drum King,Wii,Otros,"$0,01"
505 Games,Misc,DS,Smart Boy's Gameroom,DS,Europa,$0
505 Games,Misc,DS,Smart Boy's Gameroom,DS,Japón,$0
505 Games,Misc,DS,Smart Boy's Gameroom,DS,Norte América,"$0,12"
505 Games,Misc,DS,Smart Boy's Gameroom,DS,Otros,"$0,01"
505 Games,Misc,DS,Smart Boy's Toys Club,DS,Europa,$0
505 Games,Misc,DS,Smart Boy's Toys Club,DS,Japón,$0
505 Games,Misc,DS,Smart Boy's Toys Club,DS,Norte América,"$0,06"
505 Games,Misc,DS,Smart Boy's Toys Club,DS,Otros,$0
505 Games,Misc,DS,Smart Girl's Party Game,DS,Europa,$0
505 Games,Misc,DS,Smart Girl's Party Game,DS,Japón,$0
505 Games,Misc,DS,Smart Girl's Party Game,DS,Norte América,"$0,31"
505 Games,Misc,DS,Smart Girl's Party Game,DS,Otros,"$0,02"
505 Games,Misc,DS,Smart Girl's Playhouse,DS,Europa,$0
505 Games,Misc,DS,Smart Girl's Playhouse,DS,Japón,$0
505 Games,Misc,DS,Smart Girl's Playhouse,DS,Norte América,"$0,24"
505 Games,Misc,DS,Smart Girl's Playhouse,DS,Otros,"$0,02"
505 Games,Misc,DS,Spelling Challenges and more!,DS,Europa,$0
505 Games,Misc,DS,Spelling Challenges and more!,DS,Japón,$0
505 Games,Misc,DS,Spelling Challenges and more!,DS,Norte América,"$0,54"
505 Games,Misc,DS,Spelling Challenges and more!,DS,Otros,"$0,04"
505 Games,Misc,X360,Twister Mania,X360,Europa,"$0,01"
505 Games,Misc,X360,Twister Mania,X360,Japón,$0
505 Games,Misc,X360,Twister Mania,X360,Norte América,"$0,1"
505 Games,Misc,X360,Twister Mania,X360,Otros,"$0,01"
505 Games,Misc,PSP,World Championship Poker 2: Featuring Howard Lederer,PSP,Europa,$0
505 Games,Misc,PSP,World Championship Poker 2: Featuring Howard Lederer,PSP,Japón,$0
505 Games,Misc,PSP,World Championship Poker 2: Featuring Howard Lederer,PSP,Norte América,"$0,12"
505 Games,Misc,PSP,World Championship Poker 2: Featuring Howard Lederer,PSP,Otros,"$0,01"
505 Games,Misc,Wii,World Championship Poker featuring Howard Lederer: All In,Wii,Europa,$0
505 Games,Misc,Wii,World Championship Poker featuring Howard Lederer: All In,Wii,Japón,$0
505 Games,Misc,Wii,World Championship Poker featuring Howard Lederer: All In,Wii,Norte América,"$0,02"
505 Games,Misc,Wii,World Championship Poker featuring Howard Lederer: All In,Wii,Otros,$0
505 Games,Misc,DS,World Championship Poker: Deluxe Series,DS,Europa,$0
505 Games,Misc,DS,World Championship Poker: Deluxe Series,DS,Japón,$0
505 Games,Misc,DS,World Championship Poker: Deluxe Series,DS,Norte América,"$0,07"
505 Games,Misc,DS,World Championship Poker: Deluxe Series,DS,Otros,"$0,01"
505 Games,Misc,PSP,World Championship Poker: Howard Lederer - All In,PSP,Europa,$0
505 Games,Misc,PSP,World Championship Poker: Howard Lederer - All In,PSP,Japón,$0
505 Games,Misc,PSP,World Championship Poker: Howard Lederer - All In,PSP,Norte América,"$0,13"
505 Games,Misc,PSP,World Championship Poker: Howard Lederer - All In,PSP,Otros,"$0,01"
505 Games,Misc,DS,World Championship Spelling,DS,Europa,$0
505 Games,Misc,DS,World Championship Spelling,DS,Japón,$0
505 Games,Misc,DS,World Championship Spelling,DS,Norte América,"$0,04"
505 Games,Misc,DS,World Championship Spelling,DS,Otros,$0
505 Games,Misc,Wii,World Party Games,Wii,Europa,$0
505 Games,Misc,Wii,World Party Games,Wii,Japón,$0
505 Games,Misc,Wii,World Party Games,Wii,Norte América,"$0,07"
505 Games,Misc,Wii,World Party Games,Wii,Otros,"$0,01"
505 Games,Misc,Wii,Zumba Fitness Core,Wii,Europa,"$0,07"
505 Games,Misc,Wii,Zumba Fitness Core,Wii,Japón,$0
505 Games,Misc,Wii,Zumba Fitness Core,Wii,Norte América,$0
505 Games,Misc,Wii,Zumba Fitness Core,Wii,Otros,"$0,01"
505 Games,Misc,X360,Zumba Fitness Core,X360,Europa,"$0,06"
505 Games,Misc,X360,Zumba Fitness Core,X360,Japón,$0
505 Games,Misc,X360,Zumba Fitness Core,X360,Norte América,$0
505 Games,Misc,X360,Zumba Fitness Core,X360,Otros,"$0,01"
505 Games,Platform,DS,Â¡Shin Chan Flipa en colores!,DS,Europa,$0
505 Games,Platform,DS,Â¡Shin Chan Flipa en colores!,DS,Japón,"$0,14"
505 Games,Platform,DS,Â¡Shin Chan Flipa en colores!,DS,Norte América,$0
505 Games,Platform,DS,Â¡Shin Chan Flipa en colores!,DS,Otros,$0
505 Games,Platform,DS,Cookie & Cream,DS,Europa,$0
505 Games,Platform,DS,Cookie & Cream,DS,Japón,$0
505 Games,Platform,DS,Cookie & Cream,DS,Norte América,"$0,01"
505 Games,Platform,DS,Cookie & Cream,DS,Otros,$0
505 Games,Platform,DS,HOP,DS,Europa,"$0,01"
505 Games,Platform,DS,HOP,DS,Japón,$0
505 Games,Platform,DS,HOP,DS,Norte América,"$0,09"
505 Games,Platform,DS,HOP,DS,Otros,"$0,01"
505 Games,Platform,DS,Johnny Test,DS,Europa,$0
505 Games,Platform,DS,Johnny Test,DS,Japón,$0
505 Games,Platform,DS,Johnny Test,DS,Norte América,"$0,07"
505 Games,Platform,DS,Johnny Test,DS,Otros,"$0,01"
505 Games,Platform,DS,Shin Chan Contra Â¡Los Plastas!,DS,Europa,$0
505 Games,Platform,DS,Shin Chan Contra Â¡Los Plastas!,DS,Japón,"$0,07"
505 Games,Platform,DS,Shin Chan Contra Â¡Los Plastas!,DS,Norte América,$0
505 Games,Platform,DS,Shin Chan Contra Â¡Los Plastas!,DS,Otros,$0
505 Games,Platform,DS,Shin Chan: Â¡Aventuras de Cine!,DS,Europa,$0
505 Games,Platform,DS,Shin Chan: Â¡Aventuras de Cine!,DS,Japón,"$0,15"
505 Games,Platform,DS,Shin Chan: Â¡Aventuras de Cine!,DS,Norte América,$0
505 Games,Platform,DS,Shin Chan: Â¡Aventuras de Cine!,DS,Otros,$0
505 Games,Puzzle,Wii,Balloon Pop,Wii,Europa,$0
505 Games,Puzzle,Wii,Balloon Pop,Wii,Japón,$0
505 Games,Puzzle,Wii,Balloon Pop,Wii,Norte América,"$0,04"
505 Games,Puzzle,Wii,Balloon Pop,Wii,Otros,$0
505 Games,Puzzle,DS,Brain Boost: Beta Wave,DS,Europa,$0
505 Games,Puzzle,DS,Brain Boost: Beta Wave,DS,Japón,$0
505 Games,Puzzle,DS,Brain Boost: Beta Wave,DS,Norte América,"$0,14"
505 Games,Puzzle,DS,Brain Boost: Beta Wave,DS,Otros,"$0,01"
505 Games,Puzzle,DS,Brain Boost: Gamma Wave,DS,Europa,$0
505 Games,Puzzle,DS,Brain Boost: Gamma Wave,DS,Japón,$0
505 Games,Puzzle,DS,Brain Boost: Gamma Wave,DS,Norte América,"$0,14"
505 Games,Puzzle,DS,Brain Boost: Gamma Wave,DS,Otros,"$0,01"
505 Games,Puzzle,Wii,Bust-A-Move Bash!,Wii,Europa,"$0,01"
505 Games,Puzzle,Wii,Bust-A-Move Bash!,Wii,Japón,$0
505 Games,Puzzle,Wii,Bust-A-Move Bash!,Wii,Norte América,"$0,13"
505 Games,Puzzle,Wii,Bust-A-Move Bash!,Wii,Otros,"$0,01"
505 Games,Puzzle,PSP,Bust-A-Move Deluxe,PSP,Europa,$0
505 Games,Puzzle,PSP,Bust-A-Move Deluxe,PSP,Japón,$0
505 Games,Puzzle,PSP,Bust-A-Move Deluxe,PSP,Norte América,"$0,13"
505 Games,Puzzle,PSP,Bust-A-Move Deluxe,PSP,Otros,"$0,01"
505 Games,Puzzle,DS,Bust-A-Move DS,DS,Europa,"$0,02"
505 Games,Puzzle,DS,Bust-A-Move DS,DS,Japón,$0
505 Games,Puzzle,DS,Bust-A-Move DS,DS,Norte América,"$0,08"
505 Games,Puzzle,DS,Bust-A-Move DS,DS,Otros,"$0,01"
505 Games,Puzzle,PSP,Chameleon,PSP,Europa,$0
505 Games,Puzzle,PSP,Chameleon,PSP,Japón,$0
505 Games,Puzzle,PSP,Chameleon,PSP,Norte América,"$0,07"
505 Games,Puzzle,PSP,Chameleon,PSP,Otros,"$0,01"
505 Games,Puzzle,DS,Chameleon: To Dye For!,DS,Europa,$0
505 Games,Puzzle,DS,Chameleon: To Dye For!,DS,Japón,$0
505 Games,Puzzle,DS,Chameleon: To Dye For!,DS,Norte América,"$0,01"
505 Games,Puzzle,DS,Chameleon: To Dye For!,DS,Otros,$0
505 Games,Puzzle,DS,Gardening Mama,DS,Europa,"$0,43"
505 Games,Puzzle,DS,Gardening Mama,DS,Japón,"$0,01"
505 Games,Puzzle,DS,Gardening Mama,DS,Norte América,"$0,8"
505 Games,Puzzle,DS,Gardening Mama,DS,Otros,"$0,13"
505 Games,Puzzle,DS,Mind over Matter,DS,Europa,$0
505 Games,Puzzle,DS,Mind over Matter,DS,Japón,$0
505 Games,Puzzle,DS,Mind over Matter,DS,Norte América,"$0,02"
505 Games,Puzzle,DS,Mind over Matter,DS,Otros,$0
505 Games,Puzzle,DS,Monster Bomber,DS,Europa,$0
505 Games,Puzzle,DS,Monster Bomber,DS,Japón,$0
505 Games,Puzzle,DS,Monster Bomber,DS,Norte América,"$0,01"
505 Games,Puzzle,DS,Monster Bomber,DS,Otros,$0
505 Games,Puzzle,DS,O.M.G. 26 - Our Mini Games,DS,Europa,$0
505 Games,Puzzle,DS,O.M.G. 26 - Our Mini Games,DS,Japón,$0
505 Games,Puzzle,DS,O.M.G. 26 - Our Mini Games,DS,Norte América,"$0,02"
505 Games,Puzzle,DS,O.M.G. 26 - Our Mini Games,DS,Otros,$0
505 Games,Puzzle,DS,The Professor's Brain Trainer: Logic,DS,Europa,$0
505 Games,Puzzle,DS,The Professor's Brain Trainer: Logic,DS,Japón,$0
505 Games,Puzzle,DS,The Professor's Brain Trainer: Logic,DS,Norte América,"$0,02"
505 Games,Puzzle,DS,The Professor's Brain Trainer: Logic,DS,Otros,$0
505 Games,Puzzle,PSP,Ultimate Block Party,PSP,Europa,$0
505 Games,Puzzle,PSP,Ultimate Block Party,PSP,Japón,$0
505 Games,Puzzle,PSP,Ultimate Block Party,PSP,Norte América,"$0,03"
505 Games,Puzzle,PSP,Ultimate Block Party,PSP,Otros,$0
505 Games,Puzzle,XB,Ultra Bust-A-Move,XB,Europa,"$0,01"
505 Games,Puzzle,XB,Ultra Bust-A-Move,XB,Japón,$0
505 Games,Puzzle,XB,Ultra Bust-A-Move,XB,Norte América,"$0,04"
505 Games,Puzzle,XB,Ultra Bust-A-Move,XB,Otros,$0
505 Games,Racing,PS4,Assetto Corsa,PS4,Europa,"$0,04"
505 Games,Racing,PS4,Assetto Corsa,PS4,Japón,$0
505 Games,Racing,PS4,Assetto Corsa,PS4,Norte América,$0
505 Games,Racing,PS4,Assetto Corsa,PS4,Otros,"$0,01"
505 Games,Racing,XOne,Assetto Corsa,XOne,Europa,"$0,01"
505 Games,Racing,XOne,Assetto Corsa,XOne,Japón,$0
505 Games,Racing,XOne,Assetto Corsa,XOne,Norte América,$0
505 Games,Racing,XOne,Assetto Corsa,XOne,Otros,$0
505 Games,Role-Playing,PS2,Ar tonelico: Melody of Elemia,PS2,Europa,$0
505 Games,Role-Playing,PS2,Ar tonelico: Melody of Elemia,PS2,Japón,"$0,1"
505 Games,Role-Playing,PS2,Ar tonelico: Melody of Elemia,PS2,Norte América,$0
505 Games,Role-Playing,PS2,Ar tonelico: Melody of Elemia,PS2,Otros,$0
505 Games,Role-Playing,PS2,Graffiti Kingdom,PS2,Europa,"$0,01"
505 Games,Role-Playing,PS2,Graffiti Kingdom,PS2,Japón,$0
505 Games,Role-Playing,PS2,Graffiti Kingdom,PS2,Norte América,"$0,01"
505 Games,Role-Playing,PS2,Graffiti Kingdom,PS2,Otros,$0
505 Games,Role-Playing,DS,Hoshigami: Ruining Blue Earth Remix,DS,Europa,$0
505 Games,Role-Playing,DS,Hoshigami: Ruining Blue Earth Remix,DS,Japón,"$0,01"
505 Games,Role-Playing,DS,Hoshigami: Ruining Blue Earth Remix,DS,Norte América,$0
505 Games,Role-Playing,DS,Hoshigami: Ruining Blue Earth Remix,DS,Otros,$0
505 Games,Role-Playing,PS2,Magna Carta: Tears of Blood,PS2,Europa,"$0,08"
505 Games,Role-Playing,PS2,Magna Carta: Tears of Blood,PS2,Japón,$0
505 Games,Role-Playing,PS2,Magna Carta: Tears of Blood,PS2,Norte América,"$0,11"
505 Games,Role-Playing,PS2,Magna Carta: Tears of Blood,PS2,Otros,"$0,03"
505 Games,Role-Playing,PSP,Riviera: The Promised Land,PSP,Europa,$0
505 Games,Role-Playing,PSP,Riviera: The Promised Land,PSP,Japón,"$0,02"
505 Games,Role-Playing,PSP,Riviera: The Promised Land,PSP,Norte América,"$0,07"
505 Games,Role-Playing,PSP,Riviera: The Promised Land,PSP,Otros,"$0,01"
505 Games,Role-Playing,PS2,Steambot Chronicles,PS2,Europa,"$0,01"
505 Games,Role-Playing,PS2,Steambot Chronicles,PS2,Japón,$0
505 Games,Role-Playing,PS2,Steambot Chronicles,PS2,Norte América,"$0,02"
505 Games,Role-Playing,PS2,Steambot Chronicles,PS2,Otros,$0
505 Games,Role-Playing,PS2,Wild ARMs 4,PS2,Europa,"$0,06"
505 Games,Role-Playing,PS2,Wild ARMs 4,PS2,Japón,$0
505 Games,Role-Playing,PS2,Wild ARMs 4,PS2,Norte América,"$0,07"
505 Games,Role-Playing,PS2,Wild ARMs 4,PS2,Otros,"$0,02"
505 Games,Role-Playing,PS2,Wild ARMs 5,PS2,Europa,"$0,11"
505 Games,Role-Playing,PS2,Wild ARMs 5,PS2,Japón,$0
505 Games,Role-Playing,PS2,Wild ARMs 5,PS2,Norte América,"$0,14"
505 Games,Role-Playing,PS2,Wild ARMs 5,PS2,Otros,"$0,04"
505 Games,Role-Playing,PS2,Wild ARMs 5 (jp sales),PS2,Europa,$0
505 Games,Role-Playing,PS2,Wild ARMs 5 (jp sales),PS2,Japón,"$0,12"
505 Games,Role-Playing,PS2,Wild ARMs 5 (jp sales),PS2,Norte América,$0
505 Games,Role-Playing,PS2,Wild ARMs 5 (jp sales),PS2,Otros,$0
505 Games,Role-Playing,PSP,Wild ARMs XF,PSP,Europa,$0
505 Games,Role-Playing,PSP,Wild ARMs XF,PSP,Japón,"$0,06"
505 Games,Role-Playing,PSP,Wild ARMs XF,PSP,Norte América,"$0,07"
505 Games,Role-Playing,PSP,Wild ARMs XF,PSP,Otros,"$0,01"
505 Games,Shooter,PC,ArmA II,PC,Europa,"$0,12"
505 Games,Shooter,PC,ArmA II,PC,Japón,$0
505 Games,Shooter,PC,ArmA II,PC,Norte América,$0
505 Games,Shooter,PC,ArmA II,PC,Otros,"$0,03"
505 Games,Shooter,X360,Blackwater,X360,Europa,"$0,02"
505 Games,Shooter,X360,Blackwater,X360,Japón,$0
505 Games,Shooter,X360,Blackwater,X360,Norte América,"$0,09"
505 Games,Shooter,X360,Blackwater,X360,Otros,"$0,01"
505 Games,Shooter,Wii,Counter Force,Wii,Europa,$0
505 Games,Shooter,Wii,Counter Force,Wii,Japón,$0
505 Games,Shooter,Wii,Counter Force,Wii,Norte América,"$0,04"
505 Games,Shooter,Wii,Counter Force,Wii,Otros,$0
505 Games,Shooter,Wii,Greg Hastings Paintball 2,Wii,Europa,$0
505 Games,Shooter,Wii,Greg Hastings Paintball 2,Wii,Japón,$0
505 Games,Shooter,Wii,Greg Hastings Paintball 2,Wii,Norte América,"$0,12"
505 Games,Shooter,Wii,Greg Hastings Paintball 2,Wii,Otros,"$0,01"
505 Games,Shooter,Wii,Heavenly Guardian,Wii,Europa,$0
505 Games,Shooter,Wii,Heavenly Guardian,Wii,Japón,$0
505 Games,Shooter,Wii,Heavenly Guardian,Wii,Norte América,"$0,06"
505 Games,Shooter,Wii,Heavenly Guardian,Wii,Otros,$0
505 Games,Shooter,X360,MorphX,X360,Europa,$0
505 Games,Shooter,X360,MorphX,X360,Japón,$0
505 Games,Shooter,X360,MorphX,X360,Norte América,"$0,05"
505 Games,Shooter,X360,MorphX,X360,Otros,$0
505 Games,Shooter,PC,Payday 2,PC,Europa,$0
505 Games,Shooter,PC,Payday 2,PC,Japón,$0
505 Games,Shooter,PC,Payday 2,PC,Norte América,"$0,04"
505 Games,Shooter,PC,Payday 2,PC,Otros,$0
505 Games,Shooter,PS3,Payday 2,PS3,Europa,"$0,15"
505 Games,Shooter,PS3,Payday 2,PS3,Japón,$0
505 Games,Shooter,PS3,Payday 2,PS3,Norte América,"$0,21"
505 Games,Shooter,PS3,Payday 2,PS3,Otros,"$0,08"
505 Games,Shooter,PS4,Payday 2,PS4,Europa,"$0,14"
505 Games,Shooter,PS4,Payday 2,PS4,Japón,$0
505 Games,Shooter,PS4,Payday 2,PS4,Norte América,"$0,09"
505 Games,Shooter,PS4,Payday 2,PS4,Otros,"$0,04"
505 Games,Shooter,X360,Payday 2,X360,Europa,"$0,21"
505 Games,Shooter,X360,Payday 2,X360,Japón,$0
505 Games,Shooter,X360,Payday 2,X360,Norte América,"$0,33"
505 Games,Shooter,X360,Payday 2,X360,Otros,"$0,05"
505 Games,Shooter,XOne,Payday 2,XOne,Europa,"$0,07"
505 Games,Shooter,XOne,Payday 2,XOne,Japón,$0
505 Games,Shooter,XOne,Payday 2,XOne,Norte América,"$0,08"
505 Games,Shooter,XOne,Payday 2,XOne,Otros,"$0,01"
505 Games,Shooter,PS3,Sniper Elite 3,PS3,Europa,"$0,15"
505 Games,Shooter,PS3,Sniper Elite 3,PS3,Japón,$0
505 Games,Shooter,PS3,Sniper Elite 3,PS3,Norte América,"$0,1"
505 Games,Shooter,PS3,Sniper Elite 3,PS3,Otros,"$0,06"
505 Games,Shooter,PS4,Sniper Elite 3,PS4,Europa,"$0,33"
505 Games,Shooter,PS4,Sniper Elite 3,PS4,Japón,$0
505 Games,Shooter,PS4,Sniper Elite 3,PS4,Norte América,"$0,22"
505 Games,Shooter,PS4,Sniper Elite 3,PS4,Otros,"$0,13"
505 Games,Shooter,X360,Sniper Elite 3,X360,Europa,"$0,14"
505 Games,Shooter,X360,Sniper Elite 3,X360,Japón,$0
505 Games,Shooter,X360,Sniper Elite 3,X360,Norte América,"$0,16"
505 Games,Shooter,X360,Sniper Elite 3,X360,Otros,"$0,03"
505 Games,Shooter,XOne,Sniper Elite 3,XOne,Europa,"$0,11"
505 Games,Shooter,XOne,Sniper Elite 3,XOne,Japón,$0
505 Games,Shooter,XOne,Sniper Elite 3,XOne,Norte América,"$0,19"
505 Games,Shooter,XOne,Sniper Elite 3,XOne,Otros,"$0,03"
505 Games,Shooter,PS3,Sniper Elite V2,PS3,Europa,"$0,39"
505 Games,Shooter,PS3,Sniper Elite V2,PS3,Japón,"$0,06"
505 Games,Shooter,PS3,Sniper Elite V2,PS3,Norte América,"$0,38"
505 Games,Shooter,PS3,Sniper Elite V2,PS3,Otros,"$0,15"
505 Games,Shooter,WiiU,Sniper Elite V2,WiiU,Europa,"$0,02"
505 Games,Shooter,WiiU,Sniper Elite V2,WiiU,Japón,$0
505 Games,Shooter,WiiU,Sniper Elite V2,WiiU,Norte América,$0
505 Games,Shooter,WiiU,Sniper Elite V2,WiiU,Otros,$0
505 Games,Shooter,X360,Sniper Elite V2,X360,Europa,"$0,29"
505 Games,Shooter,X360,Sniper Elite V2,X360,Japón,"$0,02"
505 Games,Shooter,X360,Sniper Elite V2,X360,Norte América,"$0,46"
505 Games,Shooter,X360,Sniper Elite V2,X360,Otros,"$0,07"
505 Games,Simulation,PS3,Armored Core 4,PS3,Europa,$0
505 Games,Simulation,PS3,Armored Core 4,PS3,Japón,"$0,09"
505 Games,Simulation,PS3,Armored Core 4,PS3,Norte América,"$0,09"
505 Games,Simulation,PS3,Armored Core 4,PS3,Otros,"$0,01"
505 Games,Simulation,X360,Armored Core 4,X360,Europa,"$0,01"
505 Games,Simulation,X360,Armored Core 4,X360,Japón,"$0,03"
505 Games,Simulation,X360,Armored Core 4,X360,Norte América,"$0,19"
505 Games,Simulation,X360,Armored Core 4,X360,Otros,"$0,02"
505 Games,Simulation,PSP,Armored Core: Formula Front Extreme Battle,PSP,Europa,$0
505 Games,Simulation,PSP,Armored Core: Formula Front Extreme Battle,PSP,Japón,$0
505 Games,Simulation,PSP,Armored Core: Formula Front Extreme Battle,PSP,Norte América,"$0,05"
505 Games,Simulation,PSP,Armored Core: Formula Front Extreme Battle,PSP,Otros,$0
505 Games,Simulation,PS2,Armored Core: Last Raven,PS2,Europa,"$0,04"
505 Games,Simulation,PS2,Armored Core: Last Raven,PS2,Japón,"$0,08"
505 Games,Simulation,PS2,Armored Core: Last Raven,PS2,Norte América,"$0,05"
505 Games,Simulation,PS2,Armored Core: Last Raven,PS2,Otros,"$0,01"
505 Games,Simulation,PS2,Armored Core: Nine Breaker,PS2,Europa,"$0,03"
505 Games,Simulation,PS2,Armored Core: Nine Breaker,PS2,Japón,$0
505 Games,Simulation,PS2,Armored Core: Nine Breaker,PS2,Norte América,"$0,03"
505 Games,Simulation,PS2,Armored Core: Nine Breaker,PS2,Otros,"$0,01"
505 Games,Simulation,Wii,Babysitting Mama,Wii,Europa,"$0,12"
505 Games,Simulation,Wii,Babysitting Mama,Wii,Japón,$0
505 Games,Simulation,Wii,Babysitting Mama,Wii,Norte América,"$0,34"
505 Games,Simulation,Wii,Babysitting Mama,Wii,Otros,"$0,04"
505 Games,Simulation,DS,Camping Mama: Outdoor Adventures,DS,Europa,"$0,06"
505 Games,Simulation,DS,Camping Mama: Outdoor Adventures,DS,Japón,$0
505 Games,Simulation,DS,Camping Mama: Outdoor Adventures,DS,Norte América,"$0,13"
505 Games,Simulation,DS,Camping Mama: Outdoor Adventures,DS,Otros,"$0,02"
505 Games,Simulation,DS,Cooking Mama,DS,Europa,"$1,94"
505 Games,Simulation,DS,Cooking Mama,DS,Japón,"$0,07"
505 Games,Simulation,DS,Cooking Mama,DS,Norte América,"$3,13"
505 Games,Simulation,DS,Cooking Mama,DS,Otros,"$0,58"
505 Games,Simulation,DS,Cooking Mama 2: Dinner With Friends,DS,Europa,"$1,5"
505 Games,Simulation,DS,Cooking Mama 2: Dinner With Friends,DS,Japón,"$0,1"
505 Games,Simulation,DS,Cooking Mama 2: Dinner With Friends,DS,Norte América,"$1,61"
505 Games,Simulation,DS,Cooking Mama 2: Dinner With Friends,DS,Otros,"$0,39"
505 Games,Simulation,DS,Cooking Mama 3: Shop & Chop,DS,Europa,"$0,66"
505 Games,Simulation,DS,Cooking Mama 3: Shop & Chop,DS,Japón,"$0,08"
505 Games,Simulation,DS,Cooking Mama 3: Shop & Chop,DS,Norte América,"$0,83"
